Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of ??mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?","If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If , what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?
0,500-1000,1,,,0,1,0,,1,,0,0,0,1,0,,,,,,,,0,,,,,,,,,,,,0,"Health issues do not affect my productivity as a worker while I am in the ??working?? state (i.e. 0t absent due to some illness), so why should I discuss them in an interview?",0,"Health issues (either physical or mental) do 0t affect my productivity as a worker while I am in the ??working?? state (i.e. 0t absent due to some illness), so why should I discuss them in an interview?",,0,2,0,,0,,0,,,0,,0,0,1,22,Female,Russia,,Russia,,Other,Sometimes
0,26-100,1,,0,,0,0,,5,1,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,Maybe,They might disregard me due to already having cause to take sick days off work,0,It would make them perceive me as weak or someone who will cost them money from sick days,1,1,4,Maybe/0t sure,Maybe,1,1,1,"Eating Disorder (A0rexia, Bulimia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,27,Female,United Kingdom,,United Kingdom,,Back-end Developer,Never
0,1-5,1,,,,0,,0,2,0,0,1,1,1,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,Some of them,0,I would rather try to get the job first and then raise it if required later,0,I would raise it after I got the job if necessary,1,,,"1, I observed",N/A,1,0,0,,,0,,0,,,37,Female,Australia,,Australia,,DevOps/SysAdmin|Designer|Front-end Developer|Back-end Developer,Always
0,100-500,1,,0,0,0,0,,,1,,0,0,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,0ne of them,0,,0,,1,1,5,0,,0,0,0,,,0,,0,,,27,Female,Canada,,United States of America,California,Back-end Developer,Always
0,26-100,1,,0,,0,0,,,1,,0,0,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,,,0ne of them,0,"If it does 0t interfere with work, it is 0ne of their business.",0,,1,1,1,"1, I observed",0,,0,,,"Eating Disorder (A0rexia, Bulimia, etc)",0,,0,,0,36,Female,Bulgaria,,Bulgaria,,Back-end Developer,Sometimes
0,More than 1000,1,,1,0,0,,,2,,,,,0,0,,,,,,,,0,,,,,,,,,,,,1,There is established 0n-discrimination policy for disabilities or physical ability,0,Because I fear repercussions including 0t being hired,1,1,4,/0t sure,0,0,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,37,Female,United States of America,California,United States of America,California,Support,Sometimes
0,6-25,1,,0,,0,0,,1,0,0,1,1,1,0,,,,,,,,1,,"0, I only became aware later",0ne did,0ne did,,0ne of them,0ne of them,"1, at all of my previous employers","1, at all of my previous employers","1, they all did",0ne of them,1,,Maybe,,,,4,0,,0,0,0,,,0,,0,,,49,Female,United States of America,Georgia,United States of America,Georgia,Supervisor/Team Lead|Front-end Developer|Back-end Developer|Support|DevOps/SysAdmin,Sometimes
0,More than 1000,0,1,,,0,,,5,1,,0,0,0,0,,,,,,,,1,"1, they all did",I was aware of some,Some did,Some did,0,"1, all of them",0ne of them,"1, at all of my previous employers","1, at all of my previous employers",0ne did,"1, all of them",0,"0ne of their business, especially if it has 0 impact on my ability to do the work.",0,I would be too afraid they wouldn't hire me if I told them.,1,,4,"1, I experienced",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,0,4,31,Female,United States of America,Ohio,United States of America,Ohio,Front-end Developer,Sometimes
0,6-25,1,,,,0,0,,2,0,0,,,,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,,,0ne of them,,,,,,,,0,,,0,0,,,0,,0,,,25,Female,United Kingdom,,United Kingdom,,Front-end Developer|Supervisor/Team Lead,Sometimes
0,100-500,1,,,,0,0,,4,,0,,,,0,,,,,,,,1,,N/A (0t currently aware),Some did,Some did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,,"If they asked me directly, I would tell them, but I wouldn't want to ruin my chances of getting the job.",,"Again, only if they asked me directly would I discuss my anxiety. 
I wouldn't want them to think that I would be worse at the job than someone else because of it",1,1,4,/0t sure,0,,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,1,4,22,Female,Canada,,Canada,,Back-end Developer|Front-end Developer,Sometimes
0,6-25,1,,,,0,0,,3,,0,,0,,0,,,,,,,,0,,,,,,,,,,,,Maybe,Fear that I would 0t make it through the interview process. Would tell after being hired.,0,Fear of 0t making it through interview process due to stigma.,1,0,2,N/A,,,,,,"Obsessive-Compulsive Disorder|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,,3,20,Female,Canada,,Canada,,Back-end Developer,Never
0,100-500,0,1,1,1,1,,,3,0,0,1,1,1,0,,,,,,,,1,Some did,I was aware of some,0ne did,0ne did,,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,0,i've had previous employers that responded negatively to that,0,you never k0w who is interviewing you,,0,5,0,,1,1,1,,,1,,1,1,4,35,Female,United States of America,Indiana,United States of America,Indiana,Front-end Developer|Designer,Sometimes
0,26-100,1,,0,,0,0,,2,,,0,0,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,0ne of them,0,,0,,1,,3,Maybe/0t sure,0,,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,37,Male,Australia,,Australia,,Executive Leadership,Never
0,More than 1000,1,,0,,0,0,,5,1,,0,0,0,1,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,0,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,"1, all of them",0,,0,,1,1,4,"1, I observed",1,0,0,0,,,0,,0,,,45,Male,United States of America,Michigan,United States of America,Michigan,Other,Sometimes
0,26-100,1,,0,1,0,0,0,5,,0,,,,0,,,,,,,,0,,,,,,,,,,,,0,don't want it to effect willingness to give me job,0,same reason as above,1,1,2,0,,1,0,0,,,0,,0,,,27,Female,Canada,,Canada,,Front-end Developer,Sometimes
0,More than 1000,0,1,,0,0,0,,5,,,0,1,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,,Maybe,,1,1,,"1, I observed",1,1,0,0,,,0,,0,,,27,Female,Canada,,Canada,,Front-end Developer,Never
0,1-5,1,,0,,0,0,0,5,1,0,0,0,,0,,,,,,,,1,Some did,I was aware of some,0ne did,0ne did,,"1, all of them",Some of them,Some of my previous employers,Some of my previous employers,0ne did,Some of them,0,Get the job first.,0,Keeping it secret is essential to getting & holding jobs at some companies.,1,1,2,"1, I experienced",N/A,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)|Post-traumatic Stress Disorder|Substance Use Disorder|Addictive Disorder",,0,,1,3,3,36,Male,United States of America,Georgia,United States of America,Georgia,One-person shop,Sometimes
0,More than 1000,0,1,1,1,1,1,1,1,,0,,1,,0,,,,,,,,0,,,,,,,,,,,,Maybe,,Maybe,Na,0,0,4,0,,1,,0,,,1,"Substance Use Disorder|Mood Disorder (Depression, Bipolar Disorder, etc)",1,0,3,49,Female,United States of America,Illi0is,United States of America,Illi0is,Supervisor/Team Lead,Sometimes
0,1-5,1,,0,,0,0,,3,,,0,0,,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,0ne of them,0,if it affected the ability for someone to preform their job.,0,taboo ,1,1,4,Maybe/0t sure,N/A,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,3,,33,Male,United States of America,Minnesota,United States of America,Minnesota,DevOps/SysAdmin|Back-end Developer,Sometimes
0,6-25,1,,,0,0,,,4,1,,0,0,1,0,,,,,,,,1,Some did,I was aware of some,0ne did,0ne did,,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,Some of them,0,It could negatively influence my chances of being hired.,0,It could negatively influence my chances of being hired.,1,1,1,"1, I observed",1,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,,4,28,Female,United States of America,Washington,United States of America,Washington,Front-end Developer|Designer,Sometimes
0,26-100,1,,,0,0,,,2,,,0,0,0,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,"1, always","1, all of them",Some of them,"0, at 0ne of my previous employers",Some of my previous employers,Some did,Some of them,0,Prefer to focus on benefits I bring. ,0,Prefer to focus on benefits I bring. ,1,1,,"1, I observed",1,0,0,0,,,0,,0,,,48,Female,United States of America,Kansas,United States of America,Kansas,Executive Leadership,Never
0,500-1000,1,,,0,0,1,,,,0,0,0,0,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,0ne of them,Maybe,,Maybe,,1,1,5,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,41,Female,France,,France,,Front-end Developer,Never
0,26-100,1,,1,1,0,,,2,1,,0,,0,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",0ne did,Some did,"1, always",0ne of them,0ne of them,"1, at all of my previous employers","1, at all of my previous employers","1, they all did",0ne of them,,,0,"afraid of stigma, being seen as less capable",1,,4,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,4,33,Female,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Sometimes
0,26-100,1,,0,,0,0,,5,1,,,0,0,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,Some of them,0,,0,,1,1,3,Maybe/0t sure,Maybe,0,1,0,,,0,,0,0,4,34,Male,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Sometimes
0,26-100,0,1,,,0,0,0,1,0,0,,,0,0,,,,,,,,0,,,,,,,,,,,,1,,1,,,0,3,0,,0,0,0,,,0,,0,,,24,Male,Australia,,Australia,,One-person shop,Sometimes
0,26-100,1,,0,,0,0,,,0,0,,,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,0,0 need to do so,0,0 need to do so,1,0,,0,,0,0,0,,,0,,0,,,28,Male,United Kingdom,,United Kingdom,,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
0,6-25,1,,0,,0,0,0,4,,0,,,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,0,,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,,,,,,1,4,"1, I experienced",,0,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,29,Male,United Kingdom,,United Kingdom,,DevOps/SysAdmin,Never
0,100-500,1,,,,0,,,5,1,,,,,0,,,,,,,,0,,,,,,,,,,,,0,"It could reduce my hire-ability, even though it may 0t as well, why take a chance?",0,See above 0te about physical discussion.,1,1,,0,,1,0,0,,,0,,0,,,34,Male,United States of America,Washington,United States of America,Washington,Other,Never
0,1-5,1,,0,,0,0,,1,0,0,1,1,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,Maybe,,Maybe,,,0,4,0,,0,0,0,,,0,,0,,,32,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Other,Always
0,More than 1000,0,1,,,0,1,,3,,0,0,,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,Some of them,1,honesty,,fear,1,1,3,/0t sure,,1,,0,,,0,,1,,,52,Male,Switzerland,,Switzerland,,Support|Designer|Front-end Developer,Never
0,More than 1000,0,1,1,1,1,1,,,1,,0,0,,0,,,,,,,,1,Some did,I was aware of some,0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,"0, at 0ne of my previous employers",,Some of them,Maybe,"The physical health issue I would most have reason to discuss is asthma, and it seems like asking for accommodations later if necessary (eg asking for perfumes/scents to be banned) would likely be okay.  Additionally giving information that employers aren't allowed to use for employment decisions like health status before an offer might be made is looking for trouble.  People use information they have, consciously or 0t.",0,Why give an employer a reason 0t to choose you?,1,1,2,Maybe/0t sure,0,1,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,46,Female,United States of America,Michigan,United States of America,Michigan,Front-end Developer,Sometimes
0,6-25,1,,0,,0,0,,2,0,0,0,0,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,Maybe,I would fear that it would affect my chances of getting the job.,0,I am uncomfortable discussing mental health issues outside of my immediate family.,,,4,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,3,4,35,Male,Canada,,Canada,,Designer,Never
0,500-1000,1,,0,,,0,,2,0,0,,1,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,Maybe,,0,,,0,4,0,,0,0,0,,,0,,0,,,30,Male,Italy,,Italy,,Back-end Developer,Never
0,26-100,1,,,,0,0,,1,0,0,,1,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,Maybe,,Maybe,,,0,4,0,,0,1,0,,,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",0,,,39,Male,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes
0,More than 1000,0,1,1,1,,1,1,3,0,0,1,1,,0,,,,,,,,1,,N/A (0t currently aware),,0ne did,,,Some of them,"0, at 0ne of my previous employers",,,0ne of them,0,They don't need to k0w unless/until it affects my work ,0,They don't need to k0w unless/until it affects my work.,0,0,5,Maybe/0t sure,N/A,,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,0,1,63,Female,United States of America,0rth Carolina,United States of America,0rth Carolina,Back-end Developer,Never
0,6-25,1,,0,,0,0,,1,0,0,,1,,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",0ne did,0ne did,"1, always",0ne of them,0ne of them,Some of my previous employers,Some of my previous employers,"1, they all did",0ne of them,Maybe,It might affect their opinion of me.,0,I feel it would definitely affect my chances at being accepted.,1,1,2,Maybe/0t sure,Maybe,1,,0,,,0,,0,,,26,Male,United States of America,New York,United States of America,New York,Back-end Developer,Sometimes
0,26-100,0,1,,,0,0,,5,1,0,0,,0,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,"1, all of them",0ne of them,Some of my previous employers,Some of my previous employers,,Some of them,1,If it were relevant to the role I would mention it,,"If it would have a direct impact on my ability to perform the role I would feel compelled to mention it, but depending on how understanding I expected the employer to I might 0t, due to the negative consequences. ",1,1,4,/0t sure,1,0,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,27,Male,United Kingdom,,United Kingdom,,DevOps/SysAdmin,Never
